Id,MS Zoning,Lot Area,Lot Shape,Land Contour,Lot Config,Land Slope,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Type,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Mo Sold,Yr Sold,SalePrice,School
2492,RL,8450,Reg,Lvl,Inside,Gtl,Sawyer,RRAe,1Fam,1Story,5,6,1968,1968,Gable,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,162.0,Rec,450.0,882.0,GasA,TA,Y,SBrkr,909,0,909,0.0,0.0,1,0,3,1,TA,5,Typ,0,Attchd,1968.0,Unf,1.0,294.0,TA,TA,Y,0,155,11,2006,116000,Sawyer
2903,RL,11577,Reg,Lvl,Inside,Gtl,Timber,Norm,1Fam,1Story,9,5,2005,2006,Hip,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Gd,TA,Gd,GLQ,1455.0,Unf,383.0,1838.0,GasA,Ex,Y,SBrkr,1838,0,1838,1.0,0.0,2,0,3,1,Ex,9,Typ,1,Attchd,2005.0,Fin,3.0,682.0,TA,TA,Y,161,225,9,2006,359900,Mitchell
2783,RL,8340,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,6,6,1977,1977,Gable,HdBoard,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,Av,GLQ,509.0,Unf,166.0,675.0,GasA,TA,Y,SBrkr,686,702,1388,0.0,0.0,1,1,3,1,TA,6,Typ,0,Attchd,1977.0,Unf,1.0,317.0,TA,TA,Y,406,36,12,2006,157500,Edwards/Jr_H
740,RM,6911,Reg,Lvl,FR2,Gtl,BrkSide,Feedr,1Fam,1Story,5,5,1924,1950,Gable,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,Mn,LwQ,405.0,Unf,740.0,1145.0,GasA,TA,Y,SBrkr,1301,0,1301,0.0,0.0,1,0,2,1,Fa,5,Min1,0,Detchd,1965.0,Unf,2.0,440.0,TA,TA,Y,0,0,10,2009,100000,Meeke
2546,RL,8800,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,6,1964,1964,Hip,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,553.0,Unf,698.0,1251.0,GasA,TA,Y,SBrkr,1251,0,1251,1.0,0.0,1,0,3,1,TA,6,Typ,2,Attchd,1964.0,RFn,1.0,461.0,TA,TA,Y,0,116,3,2006,160000,Sawyer
851,RL,10739,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2002,2001,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,1259.0,Unf,172.0,1431.0,GasA,Ex,Y,SBrkr,1444,0,1444,1.0,0.0,2,0,3,1,Gd,6,Typ,0,Attchd,2002.0,RFn,2.0,577.0,TA,TA,Y,144,40,4,2009,203000,Edwards/Jr_H
1833,RL,9572,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,8,5,1990,1990,Gable,Wd Sdng,Wd Sdng,BrkFace,Gd,TA,PConc,Ex,TA,No,GLQ,482.0,Unf,971.0,1453.0,GasA,Ex,Y,SBrkr,1453,1357,2810,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Attchd,1990.0,RFn,2.0,750.0,Gd,Gd,Y,500,0,6,2007,302000,Fellows/HS
76,RL,8012,Reg,Lvl,Inside,Gtl,SawyerW,Norm,TwnhsE,1Story,6,5,1980,1980,Gable,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,No,BLQ,543.0,BLQ,261.0,923.0,GasA,TA,Y,SBrkr,923,0,923,0.0,0.0,2,0,2,1,TA,5,Typ,1,Attchd,1980.0,RFn,1.0,264.0,TA,TA,Y,80,0,5,2010,143000,Sawyer
2151,RL,16226,IR3,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,8,5,1998,1999,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,281.0,Unf,747.0,1028.0,GasA,Ex,Y,SBrkr,1210,1242,2452,0.0,0.0,2,1,4,1,Gd,9,Typ,1,BuiltIn,1998.0,Fin,2.0,683.0,TA,TA,Y,208,50,5,2007,267000,Edwards/Jr_H
2907,RM,4500,Reg,Lvl,FR2,Gtl,Mitchel,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,VinylSd,VinylSd,BrkFace,TA,Gd,PConc,Ex,Gd,No,GLQ,1201.0,Unf,36.0,1237.0,GasA,Ex,Y,SBrkr,1337,0,1337,1.0,0.0,2,0,2,1,TA,5,Typ,0,Attchd,1998.0,Fin,2.0,405.0,TA,TA,Y,0,199,3,2006,153500,Mitchell
1831,RL,16647,IR1,Lvl,CulDSac,Gtl,Sawyer,RRAe,1Fam,SFoyer,5,5,1975,1981,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,Gd,ALQ,1390.0,Unf,0.0,1390.0,GasA,TA,Y,SBrkr,1701,0,1701,1.0,0.0,2,0,3,1,TA,6,Min2,2,Basment,1975.0,Fin,2.0,611.0,TA,TA,Y,0,0,1,2007,171000,Sawyer
2836,RL,8707,Reg,Lvl,FR2,Gtl,Edwards,Feedr,1Fam,1.5Fin,4,5,1924,1950,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,1093.0,1093.0,GasA,TA,N,FuseF,1093,576,1669,0.0,0.0,1,1,4,1,TA,9,Min2,0,Attchd,1924.0,Unf,1.0,288.0,Fa,TA,Y,0,0,5,2006,107000,Edwards/Jr_H
1955,RL,8300,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,6,1968,1968,Gable,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,Mn,Rec,952.0,Unf,0.0,952.0,GasA,Gd,Y,SBrkr,952,0,952,1.0,0.0,1,0,3,1,TA,5,Typ,0,Attchd,1968.0,Unf,1.0,288.0,TA,TA,Y,0,0,8,2007,128500,Sawyer
1926,RL,9770,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,1957,1957,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,512.0,Unf,410.0,922.0,GasA,TA,Y,FuseA,922,0,922,1.0,0.0,1,0,2,1,TA,5,Typ,0,Attchd,1957.0,Unf,1.0,308.0,TA,TA,Y,0,34,4,2007,116000,Sawyer
2924,RL,17400,Reg,Low,Inside,Mod,Mitchel,Norm,1Fam,1Story,5,5,1977,1977,Gable,BrkFace,BrkFace,None,TA,TA,CBlock,TA,TA,No,ALQ,936.0,Unf,190.0,1126.0,GasA,Fa,Y,SBrkr,1126,0,1126,1.0,0.0,2,0,3,1,TA,5,Typ,1,Attchd,1977.0,RFn,2.0,484.0,TA,TA,P,295,41,5,2006,160000,Mitchell
1003,RL,5070,IR1,HLS,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,8,5,1992,1992,Gable,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,1280.0,1280.0,GasA,Ex,Y,SBrkr,1280,0,1280,0.0,0.0,2,0,2,1,Gd,5,Typ,0,Attchd,1992.0,RFn,2.0,506.0,TA,TA,Y,0,82,8,2008,180000,Fellows/HS
1667,RL,7920,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,1970,2002,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,81.0,GLQ,214.0,914.0,GasA,Ex,Y,SBrkr,914,0,914,0.0,0.0,1,0,3,1,Ex,5,Typ,0,Attchd,1970.0,RFn,1.0,368.0,TA,Gd,Y,120,0,10,2007,133000,Sawyer
921,RL,7500,IR1,Bnk,Inside,Gtl,Crawfor,Norm,1Fam,2Story,6,7,1942,1950,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,BLQ,547.0,Unf,224.0,771.0,GasA,Fa,Y,SBrkr,753,741,1494,0.0,0.0,1,0,3,1,Gd,7,Typ,2,Attchd,1942.0,Unf,1.0,213.0,TA,TA,P,0,0,11,2009,177500,Meeke
1780,RL,10612,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,28.0,Unf,1496.0,1524.0,GasA,Gd,Y,SBrkr,1534,0,1534,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Attchd,2006.0,Fin,2.0,484.0,TA,TA,Y,168,46,1,2007,215000,Fellows/HS
746,RM,6120,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,5,6,1938,1950,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,Fa,No,LwQ,273.0,Unf,679.0,952.0,GasA,TA,Y,FuseA,994,588,1582,0.0,0.0,2,0,3,1,TA,6,Typ,1,Detchd,1938.0,Unf,1.0,250.0,Fa,TA,Y,189,0,2,2009,150000,Meeke
254,RL,12376,Reg,Lvl,Corner,Gtl,SawyerW,Norm,1Fam,2Story,7,5,1990,1990,Hip,Plywood,Plywood,None,TA,TA,PConc,Gd,TA,Mn,GLQ,1470.0,Unf,203.0,1673.0,GasA,Gd,Y,SBrkr,1699,1523,3222,1.0,0.0,3,0,5,1,Gd,11,Typ,2,Attchd,1990.0,Unf,3.0,594.0,TA,TA,Y,367,0,5,2010,320000,Sawyer
606,RL,10004,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,6,1964,1964,Gable,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,196.0,BLQ,975.0,1516.0,GasA,TA,Y,SBrkr,1516,0,1516,0.0,0.0,1,1,3,1,TA,6,Typ,0,Attchd,1964.0,RFn,2.0,472.0,TA,TA,Y,0,0,2,2009,167000,Sawyer
2102,RL,11175,IR1,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2007,2007,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,1316.0,1316.0,GasA,Ex,Y,SBrkr,1316,0,1316,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Attchd,2007.0,Fin,2.0,440.0,TA,TA,Y,0,20,10,2007,200141,Edwards/Jr_H
941,RM,8660,Reg,Bnk,Inside,Gtl,IDOTRR,Norm,1Fam,2Story,5,6,1900,1993,Gambrel,AsbShng,AsbShng,None,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,760.0,760.0,GasA,Ex,N,SBrkr,928,928,2168,0.0,0.0,2,0,5,1,Gd,11,Typ,0,Detchd,1998.0,Unf,2.0,576.0,TA,TA,Y,467,160,12,2009,123000,Not Sure
2699,RL,12375,Reg,Lvl,Inside,Gtl,Sawyer,Feedr,1Fam,1.5Fin,5,5,1951,1951,Gable,HdBoard,HdBoard,Stone,TA,Fa,CBlock,TA,TA,No,BLQ,329.0,Unf,477.0,806.0,GasA,TA,Y,SBrkr,1081,341,1422,1.0,0.0,1,0,3,1,TA,7,Typ,1,Detchd,1951.0,Unf,1.0,288.0,TA,TA,Y,0,0,6,2006,137500,Sawyer
2607,RL,8658,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,5,1965,1965,Gable,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,643.0,Unf,445.0,1088.0,GasA,Ex,Y,SBrkr,1324,0,1324,0.0,0.0,2,0,3,1,TA,6,Typ,1,Attchd,1965.0,RFn,2.0,440.0,TA,TA,Y,0,138,12,2006,160000,Sawyer
1754,RL,8063,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,2000,2000,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,924.0,924.0,GasA,Ex,Y,SBrkr,948,742,1690,0.0,0.0,2,1,3,1,TA,7,Typ,1,Attchd,2000.0,RFn,2.0,463.0,TA,TA,Y,100,48,11,2007,181000,Fellows/HS
1367,RM,8235,IR1,HLS,Inside,Gtl,OldTown,Feedr,1Fam,1Story,5,7,1955,1995,Gable,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,LwQ,180.0,Rec,0.0,825.0,GasA,TA,Y,SBrkr,825,0,825,1.0,0.0,1,0,2,1,TA,4,Typ,0,Detchd,1963.0,RFn,2.0,720.0,TA,TA,Y,140,50,6,2008,125000,Meeke
580,RL,11700,Reg,Lvl,Inside,Gtl,NWAmes,RRAn,1Fam,2Story,6,6,1968,1968,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,298.0,Unf,429.0,727.0,GasA,Ex,Y,SBrkr,829,727,1556,0.0,0.0,1,1,4,1,TA,8,Typ,0,Attchd,1968.0,Unf,2.0,441.0,TA,TA,Y,0,0,5,2009,154000,Fellows/HS
341,RL,12961,Reg,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,2Story,6,5,1993,1994,Gable,VinylSd,VinylSd,None,Gd,Gd,PConc,Gd,TA,Mn,GLQ,944.0,Unf,208.0,1152.0,GasA,Ex,Y,SBrkr,1152,645,1797,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Attchd,1993.0,Fin,2.0,616.0,TA,TA,Y,162,312,3,2010,231000,Mitchell
26,RL,8450,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,6,1968,1968,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,BLQ,775.0,Unf,281.0,1056.0,GasA,Ex,Y,SBrkr,1056,0,1056,1.0,0.0,1,0,3,1,TA,6,Typ,1,Attchd,1968.0,Unf,1.0,304.0,TA,TA,Y,0,85,7,2010,142000,Sawyer
2884,RM,5748,IR1,HLS,Inside,Mod,Crawfor,Norm,TwnhsE,1Story,8,5,2005,2006,Hip,CemntBd,CmentBd,Stone,Gd,TA,PConc,Ex,TA,Gd,GLQ,1573.0,Unf,0.0,1573.0,GasA,Ex,Y,SBrkr,1778,0,1778,2.0,0.0,2,0,2,1,Ex,5,Typ,1,Attchd,2005.0,Fin,2.0,495.0,TA,TA,Y,123,53,2,2006,375000,Meeke
531,FV,7500,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,7,5,2004,2005,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,410.0,Unf,811.0,1221.0,GasA,Ex,Y,SBrkr,1221,0,1221,1.0,0.0,2,0,2,1,Gd,6,Typ,0,Attchd,2004.0,RFn,2.0,400.0,TA,TA,Y,0,113,10,2009,185000,Fellows/HS
2189,RL,10042,Reg,Bnk,Corner,Gtl,Edwards,Norm,1Fam,1.5Fin,6,8,1920,1995,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,LwQ,144.0,ALQ,238.0,660.0,GasA,TA,Y,SBrkr,740,125,865,1.0,0.0,1,0,2,1,TA,4,Typ,1,Detchd,1920.0,Unf,1.0,216.0,TA,TA,Y,0,0,8,2007,108500,Edwards/Jr_H
2508,FV,2544,Reg,Lvl,Inside,Gtl,Somerst,Norm,Twnhs,2Story,7,5,2005,2005,Gable,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,600.0,600.0,GasA,Ex,Y,SBrkr,520,623,1223,0.0,0.0,2,1,2,1,Gd,4,Typ,0,Detchd,2005.0,RFn,2.0,480.0,TA,TA,Y,0,166,7,2006,147400,Fellows/HS
573,FV,3768,Reg,Lvl,FR2,Gtl,Somerst,Norm,TwnhsE,2Story,7,5,1999,1999,Hip,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,549.0,Unf,142.0,691.0,GasA,Ex,Y,SBrkr,713,739,1452,1.0,0.0,2,1,3,1,Gd,6,Typ,0,Detchd,1999.0,Unf,2.0,506.0,TA,TA,Y,0,34,9,2009,156000,Fellows/HS
1363,RM,10320,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,1.5Fin,5,6,1915,1978,Gable,HdBoard,HdBoard,None,TA,Fa,BrkTil,TA,Fa,No,Unf,0.0,Unf,880.0,880.0,GasA,Gd,Y,SBrkr,880,428,1308,0.0,0.0,2,0,2,1,TA,6,Typ,0,Detchd,1950.0,Unf,2.0,400.0,Fa,Fa,Y,0,0,4,2008,120000,Not Sure
487,RL,9734,IR1,Lvl,Inside,Gtl,Gilbert,RRAn,1Fam,SLvl,7,5,2004,2004,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Mn,GLQ,241.0,Rec,30.0,384.0,GasA,Ex,Y,SBrkr,744,630,1374,0.0,0.0,2,1,3,1,Gd,7,Typ,0,BuiltIn,2004.0,Fin,2.0,400.0,TA,TA,Y,0,0,5,2009,167000,Fellows/HS
1083,RL,3182,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,Gd,No,GLQ,16.0,Unf,1330.0,1346.0,GasA,Ex,Y,SBrkr,1504,0,1504,0.0,0.0,2,0,2,1,Gd,7,Typ,1,Attchd,2005.0,Fin,2.0,437.0,TA,TA,Y,156,20,5,2008,191000,Fellows/HS
1620,RL,8872,IR1,HLS,Inside,Gtl,Gilbert,Norm,1Fam,SLvl,6,5,1997,1997,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,384.0,384.0,GasA,Gd,Y,SBrkr,754,630,1384,0.0,0.0,2,1,3,1,TA,7,Typ,1,BuiltIn,1997.0,Fin,2.0,390.0,TA,TA,Y,0,0,3,2007,161500,Fellows/HS
1929,RL,12198,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,6,1955,1975,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,Av,Rec,780.0,Unf,424.0,1204.0,GasA,TA,Y,SBrkr,1411,0,1411,0.0,0.0,1,0,3,1,TA,7,Typ,1,Attchd,1955.0,RFn,1.0,310.0,TA,TA,Y,278,82,6,2007,130000,Sawyer
1820,RL,8480,Reg,Lvl,Corner,Gtl,Sawyer,Norm,1Fam,1Story,5,6,1963,1963,Hip,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,GLQ,630.0,Unf,340.0,970.0,GasA,TA,Y,SBrkr,970,0,970,1.0,0.0,1,0,2,1,TA,5,Typ,0,Detchd,1996.0,Unf,2.0,624.0,TA,TA,Y,0,24,7,2007,132500,Sawyer
1398,RL,10200,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,SLvl,5,8,1970,1970,Hip,HdBoard,HdBoard,None,TA,Gd,PConc,Gd,TA,Av,ALQ,704.0,Unf,160.0,864.0,GasA,Ex,Y,SBrkr,904,0,904,0.0,0.0,1,0,3,1,Gd,5,Typ,0,2Types,1979.0,Unf,3.0,912.0,TA,TA,Y,143,0,6,2008,144000,Sawyer
2144,RL,7200,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,4,8,1972,2006,Gable,Plywood,Plywood,None,TA,Gd,CBlock,TA,TA,No,Rec,385.0,Unf,0.0,385.0,GasA,Gd,Y,SBrkr,875,0,875,0.0,0.0,1,0,3,1,Gd,5,Typ,0,Detchd,1975.0,Unf,2.0,728.0,TA,TA,Y,352,0,10,2007,117000,Edwards/Jr_H
596,RL,9100,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,6,1965,1965,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,BLQ,338.0,Rec,121.0,925.0,GasA,Ex,Y,SBrkr,925,0,925,0.0,1.0,1,0,2,1,TA,5,Typ,0,Detchd,1965.0,Unf,1.0,429.0,TA,TA,Y,0,0,7,2009,117500,Sawyer
922,RL,9600,IR1,HLS,Inside,Gtl,Crawfor,Norm,1Fam,1.5Fin,5,7,1940,1950,Gable,MetalSd,MetalSd,None,Gd,Gd,BrkTil,TA,Fa,No,Rec,428.0,Unf,300.0,728.0,GasA,Ex,Y,SBrkr,976,332,1308,1.0,0.0,1,1,2,1,TA,7,Min2,2,Detchd,1940.0,Unf,1.0,256.0,TA,TA,Y,0,70,6,2009,160000,Meeke
2065,RL,14175,Reg,Bnk,Inside,Mod,Sawyer,PosA,1Fam,1Story,5,5,1956,1998,Hip,BrkFace,BrkFace,None,TA,TA,CBlock,TA,TA,No,Rec,386.0,ALQ,332.0,1240.0,GasA,Gd,Y,SBrkr,1375,0,1375,1.0,0.0,1,0,3,1,TA,6,Typ,1,Attchd,1956.0,Unf,1.0,323.0,TA,TA,Y,0,0,12,2007,187000,Sawyer
1710,RL,14277,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,8,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Mn,GLQ,938.0,Unf,379.0,1317.0,GasA,Ex,Y,SBrkr,1217,1168,2385,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Attchd,2003.0,Fin,3.0,818.0,TA,TA,Y,192,228,1,2007,350000,Fellows/HS
1057,RL,13693,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,8,5,2007,2007,Hip,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Gd,GLQ,1728.0,BLQ,195.0,2418.0,GasA,Ex,Y,SBrkr,2464,0,2464,1.0,0.0,2,1,4,1,Ex,9,Typ,1,Attchd,2007.0,Fin,3.0,650.0,TA,TA,Y,358,78,8,2008,417500,Fellows/HS
470,RL,3635,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,ALQ,988.0,Unf,398.0,1386.0,GasA,Ex,Y,SBrkr,1569,0,1569,0.0,1.0,2,0,1,1,Gd,7,Typ,1,Attchd,2007.0,RFn,3.0,660.0,TA,TA,Y,143,20,5,2009,175900,Fellows/HS
819,RL,10933,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,9,5,2009,2009,Hip,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,Gd,GLQ,1021.0,Unf,534.0,1555.0,GasA,Ex,Y,SBrkr,1680,0,1680,1.0,0.0,1,1,1,1,Ex,8,Typ,1,Attchd,2009.0,Fin,3.0,1138.0,TA,TA,Y,185,24,7,2009,323262,Edwards/Jr_H
2160,RL,8450,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2003,2003,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Mn,GLQ,699.0,Unf,638.0,1337.0,GasA,Ex,Y,SBrkr,1337,0,1337,1.0,0.0,2,0,3,1,Gd,6,Typ,0,Attchd,2003.0,RFn,2.0,531.0,TA,TA,Y,0,39,10,2007,185000,Edwards/Jr_H
2552,RL,8550,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,8,1934,1950,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,BLQ,574.0,Unf,242.0,816.0,GasA,Ex,Y,SBrkr,816,0,816,1.0,0.0,1,0,2,1,TA,4,Typ,1,Attchd,1949.0,Unf,1.0,240.0,TA,TA,Y,228,0,7,2006,129800,Sawyer
41,RL,12182,Reg,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,1Story,7,5,2005,2005,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,BLQ,1201.0,Unf,340.0,1541.0,GasA,Ex,Y,SBrkr,1541,0,1541,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Attchd,2005.0,RFn,2.0,532.0,TA,TA,Y,0,70,5,2010,220000,Fellows/HS
742,RM,6120,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,4,7,1935,1995,Gable,AsbShng,AsbShng,None,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,884.0,884.0,GasA,Ex,Y,SBrkr,989,584,1573,0.0,0.0,1,0,3,1,Gd,6,Typ,0,Detchd,1935.0,Unf,1.0,240.0,TA,TA,Y,0,0,7,2009,133000,Meeke
686,RL,10800,Reg,Lvl,Inside,Gtl,NAmes,Artery,1Fam,1.5Fin,4,7,1949,1996,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,832.0,832.0,GasA,TA,Y,FuseF,832,629,1461,0.0,0.0,2,0,4,1,TA,6,Typ,0,Detchd,1949.0,Unf,1.0,384.0,TA,TA,Y,0,204,8,2009,133500,Sawyer
314,RL,12760,IR1,Lvl,Inside,Gtl,Mitchel,Norm,Duplex,1Story,6,5,1976,1976,Gable,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,1958.0,1958.0,GasA,TA,Y,SBrkr,2048,0,2048,0.0,0.0,3,0,5,2,TA,9,Typ,0,2Types,1976.0,Unf,2.0,776.0,TA,TA,Y,0,0,3,2010,170000,Mitchell
1630,RL,7655,IR1,Lvl,CulDSac,Gtl,Gilbert,Norm,1Fam,2Story,6,5,1993,1994,Gable,HdBoard,HdBoard,None,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,903.0,903.0,GasA,Gd,Y,SBrkr,910,732,1642,0.0,0.0,2,1,3,1,TA,7,Typ,1,Attchd,1993.0,RFn,2.0,392.0,TA,TA,Y,290,84,7,2007,168000,Fellows/HS
191,RM,10560,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,6,7,1922,1994,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,Fa,TA,No,Rec,283.0,Unf,455.0,738.0,GasA,Ex,Y,SBrkr,868,602,1470,0.0,0.0,1,1,2,1,TA,6,Min1,0,Detchd,1970.0,Unf,2.0,624.0,TA,TA,Y,0,0,6,2010,140750,Meeke
1626,RL,7500,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,1999,2003,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,938.0,938.0,GasA,Ex,Y,SBrkr,957,1342,2299,0.0,0.0,3,1,5,1,TA,7,Typ,1,Attchd,1999.0,Fin,2.0,482.0,TA,TA,Y,188,30,8,2007,204000,Fellows/HS
59,RL,9505,IR1,Lvl,CulDSac,Gtl,Gilbert,Norm,1Fam,2Story,7,5,2001,2001,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,884.0,884.0,GasA,Ex,Y,SBrkr,884,1151,2035,0.0,0.0,2,1,3,1,Gd,8,Typ,1,BuiltIn,2001.0,Fin,2.0,434.0,TA,TA,Y,144,48,5,2010,222500,Fellows/HS
